City,State,County,Lat,Lon,Population,Density
Gambier,OH,Knox,40.3764,-82.3949,2423,999
Hazen,ND,Mercer,47.2995,-101.626,2422,721
Cave City,KY,Barren,37.14,-85.9647,2422,212
Selbyville,DE,Sussex,38.4627,-75.2085,2421,258
Lovell,WY,Big Horn,44.8357,-108.3919,2421,848
Carrollton,IL,Greene,39.2948,-90.4062,2421,491
White Sulphur Springs,WV,Greenbrier,37.7962,-80.3016,2420,478
Verona,PA,Allegheny,40.505,-79.8419,2419,1849
Oakland City,IN,Gibson,38.3378,-87.3492,2419,924
Shepherd,TX,San Jacinto,30.491,-95.0021,2418,153
Olmos Park,TX,Bexar,29.4749,-98.4866,2418,1505
Huntsville,AR,Madison,36.0929,-93.7357,2418,242
Ingalls,IN,Madison,39.965,-85.8041,2418,605
East Brewton,AL,Escambia,31.0906,-87.0556,2415,273
Decherd,TN,Franklin,35.2162,-86.0759,2414,193
Forsyth,MO,Taney,36.6922,-93.1101,2413,400
Wrangell,AK,Wrangell,56.3294,-132.0197,2411,0
Avilla,IN,Noble,41.3641,-85.2344,2411,628
Eureka,KS,Greenwood,37.8261,-96.2888,2410,408
South Congaree,SC,Lexington,33.9094,-81.1375,2410,283
Silver Lake,WI,Kenosha,42.5492,-88.167,2408,689
Sumiton,AL,Walker,33.7503,-87.0483,2407,177
Seneca,MO,Newton,36.8447,-94.6093,2407,363
Saint Hedwig,TX,Bexar,29.4197,-98.2046,2406,31
Moline Acres,MO,St. Louis,38.7456,-90.243,2406,1581
Lawson,MO,Ray,39.4359,-94.2154,2406,371
Lake City,AR,Craighead,35.8203,-90.4546,2405,307
Mitchellville,IA,Polk,41.668,-93.3629,2405,397
Dalton Gardens,ID,Kootenai,47.7327,-116.7698,2404,399
Saint Pauls,NC,Robeson,34.8085,-78.9749,2403,613
Monticello,FL,Jefferson,30.5423,-83.8722,2402,233
Newton,TX,Newton,30.8502,-93.7537,2402,170
Hebron,OH,Licking,39.9644,-82.4898,2402,313
Kimball,NE,Kimball,41.2336,-103.6512,2400,447
Lavaca,AR,Sebastian,35.335,-94.1796,2400,425
Enfield,NC,Halifax,36.1802,-77.6678,2399,760
Eddystone,PA,Delaware,39.8566,-75.3342,2399,931
Bethlehem,WV,Ohio,40.0452,-80.6898,2398,261
Norwood,NC,Stanly,35.2338,-80.1143,2398,202
Irvine,KY,Estill,37.6969,-83.9685,2398,666
Northlake,TX,Denton,33.0801,-97.2546,2397,54
Emsworth,PA,Allegheny,40.5112,-80.0965,2396,1626
West Union,IA,Fayette,42.9588,-91.8132,2395,333
Mount Union,PA,Huntingdon,40.3845,-77.8824,2393,796
Taylor,AL,Houston,31.1657,-85.4697,2393,125
Summerset,SD,Meade,44.1976,-103.3456,2392,425
Marcus Hook,PA,Delaware,39.8131,-75.4165,2389,830
Uniontown,AL,Perry,32.449,-87.4958,2388,60
Lake Village,AR,Chicot,33.3291,-91.2852,2387,373
Pacolet,SC,Spartanburg,34.9034,-81.7627,2387,260
Tappahannock,VA,Essex,37.9185,-76.8665,2386,355
Enon,OH,Clark,39.8653,-83.933,2386,721
Concordia,MO,Lafayette,38.9877,-93.5683,2385,518
Reed City,MI,Osceola,43.8723,-85.5066,2385,444
Raceland,KY,Greenup,38.5376,-82.7343,2384,371
Dalworthington Gardens,TX,Tarrant,32.6936,-97.1565,2383,520
Louisville,GA,Jefferson,32.9954,-82.4,2383,255
Seville,OH,Medina,41.0209,-81.8671,2382,353
Byesville,OH,Guernsey,39.9735,-81.5459,2382,774
East Dublin,GA,Laurens,32.5477,-82.8688,2381,232
Swanton,VT,Franklin,44.9213,-73.1201,2380,1208
Kensington,MD,Montgomery,39.0265,-77.0737,2379,1918
Red Hill,PA,Montgomery,40.377,-75.4837,2378,1356
Kentwood,LA,Tangipahoa,30.9339,-90.5152,2377,129
Canton,MO,Lewis,40.1295,-91.5266,2377,401
Saint Ignace,MI,Mackinac,45.8694,-84.7256,2377,342
Darlington,WI,Lafayette,42.6783,-90.1185,2376,684
New London,OH,Huron,41.0796,-82.4066,2376,416
Timmonsville,SC,Florence,34.1334,-79.9408,2376,330
Greentown,IN,Howard,40.4765,-85.9624,2375,671
York,AL,Sumter,32.4998,-88.2938,2373,133
Groton,NY,Tompkins,42.5875,-76.363,2372,527
Saint Bonifacius,MN,Hennepin,44.9052,-93.7475,2372,865
Panhandle,TX,Carson,35.346,-101.3804,2370,430
Highspire,PA,Dauphin,40.2085,-76.7851,2370,1273
Chamberlain,SD,Brule,43.7857,-99.3265,2369,137
Wray,CO,Yuma,40.0799,-102.2279,2367,265
Lomira,WI,Dodge,43.5944,-88.4425,2366,452
Midland City,AL,Dale,31.3157,-85.4937,2366,150
Hermann,MO,Gasconade,38.6983,-91.4342,2366,361
Greensboro,AL,Hale,32.7014,-87.595,2365,384
Lapel,IN,Madison,40.066,-85.8463,2365,666
Madison,NE,Madison,41.8286,-97.4567,2364,792
Matamoras,PA,Pike,41.3666,-74.6997,2364,1335
Rangely,CO,Rio Blanco,40.0864,-108.7774,2364,219
Dillingham,AK,Dillingham,59.0549,-158.5376,2364,27
Horse Cave,KY,Hart,37.1714,-85.912,2364,343
Herington,KS,Dickinson,38.6872,-96.8635,2362,180
Winamac,IN,Pulaski,41.0535,-86.6037,2361,669
Breezy Point,MN,Crow Wing,46.6055,-94.2148,2361,76
Cairo,IL,Alexander,37.0063,-89.1819,2359,130
West Branch,IA,Cedar,41.6627,-91.3406,2359,285
Hudson,IA,Black Hawk,42.432,-92.4519,2358,108
Montague,MI,Muskegon,43.4117,-86.3642,2358,348
Winfield,WV,Putnam,38.5285,-81.8861,2357,377
Waynesboro,TN,Wayne,35.3229,-87.7598,2357,238
Parsons,TN,Decatur,35.6515,-88.123,2357,219
Maynardville,TN,Union,36.2467,-83.8064,2357,166
Aliceville,AL,Pickens,33.1237,-88.1594,2357,199
Maine,WI,Marathon,45.0272,-89.6904,2355,19.9
New Concord,OH,Muskingum,39.9948,-81.7379,2355,559
White Hall,IL,Greene,39.4388,-90.4019,2354,352
Lamoni,IA,Decatur,40.6205,-93.9343,2354,271
Olivia,MN,Renville,44.7771,-94.9975,2353,388
Meeker,CO,Rio Blanco,40.0498,-107.8952,2352,259
Saint Paul,NE,Howard,41.214,-98.46,2349,765
East Jordan,MI,Charlevoix,45.1547,-85.13,2348,297
Brewster,NY,Putnam,41.3972,-73.6157,2346,1939
Geistown,PA,Cambria,40.2934,-78.8726,2345,854
Johnston,SC,Edgefield,33.8327,-81.8051,2345,341
Carleton,MI,Monroe,42.0572,-83.3898,2344,912
Idalou,TX,Lubbock,33.6625,-101.6837,2342,897
Brewster,WA,Okanogan,48.1034,-119.7758,2341,762
Purvis,MS,Lamar,31.1428,-89.4045,2341,232
Strafford,MO,Greene,37.2689,-93.1208,2340,309
Anahuac,TX,Chambers,29.7649,-94.6787,2339,424
Henagar,AL,DeKalb,34.631,-85.7405,2339,40
Redfield,SD,Spink,44.8724,-98.5186,2339,470
Friday Harbor,WA,San Juan,48.5324,-123.0656,2338,425
Bridgeport,AL,Jackson,34.9495,-85.7243,2337,208
Crosby,MN,Crow Wing,46.4893,-93.9572,2337,304
Cass City,MI,Tuscola,43.6006,-83.1767,2337,507
Johnsonburg,PA,Elk,41.4913,-78.6791,2335,312
Ina,IL,Jefferson,38.1495,-88.904,2335,368
Shenandoah,VA,Page,38.4873,-78.617,2334,413
Panorama Village,TX,Montgomery,30.3808,-95.4944,2333,823
Amboy,IL,Lee,41.729,-89.3678,2333,143
Flandreau,SD,Moody,44.0465,-96.5984,2332,484
Petersburg,IN,Pike,38.4919,-87.281,2331,613
Magnolia,MS,Pike,31.1619,-90.467,2330,146
Lennox,SD,Lincoln,43.3505,-96.8947,2330,684
Anson,TX,Jones,32.7549,-99.8962,2329,325
Dunkirk,IN,Jay,40.3745,-85.2073,2329,715
Apalachicola,FL,Franklin,29.7282,-84.994,2328,468
Parkside,PA,Delaware,39.8674,-75.378,2328,4367
Hallowell,ME,Kennebec,44.2905,-69.8141,2326,152
Hardinsburg,KY,Breckinridge,37.7755,-86.4536,2326,259
Antlers,OK,Pushmataha,34.2325,-95.6214,2325,328
Belmond,IA,Wright,42.8466,-93.6084,2324,315
Bloomfield,IN,Greene,39.0262,-86.9373,2323,651
Garrettsville,OH,Portage,41.2843,-81.0933,2323,353
East Bernard,TX,Wharton,29.5241,-96.0622,2321,236
New Miami,OH,Butler,39.4319,-84.5399,2321,991
Monroe,UT,Sevier,38.6229,-112.1198,2321,249
Lakeview,OR,Lake,42.1914,-120.3522,2321,384
Albion,IN,Noble,41.3966,-85.4187,2320,469
Woodsfield,OH,Monroe,39.7631,-81.1168,2320,444
Bronson,MI,Branch,41.8727,-85.1914,2319,654
Neodesha,KS,Wilson,37.4242,-95.6849,2319,637
Dousman,WI,Waukesha,43.0075,-88.4771,2317,353
Hayward,WI,Sawyer,46.0094,-91.4826,2317,283
Laurel Park,NC,Henderson,35.3118,-82.5039,2317,319
Malakoff,TX,Henderson,32.1727,-96.0162,2316,311
Riverside,AL,St. Clair,33.6171,-86.2042,2316,103
Richwood,OH,Union,40.4276,-83.2955,2316,712
Excelsior,MN,Hennepin,44.9013,-93.5665,2316,1430
Bellevue,ID,Blaine,43.4684,-114.2551,2315,605
Henry,IL,Marshall,41.1173,-89.3568,2314,511
Farmington,IL,Fulton,40.6972,-90.0034,2314,618
Townsend,DE,New Castle,39.3968,-75.6945,2313,851
Baldwin,LA,St. Mary,29.8388,-91.5522,2312,277
Harrisburg,AR,Poinsett,35.5644,-90.7212,2312,401
Kimberling City,MO,Stone,36.6441,-93.4239,2312,254
Westmoreland,TN,Sumner,36.5606,-86.2442,2311,227
Colstrip,MT,Rosebud,45.8943,-106.628,2311,220
Wrightsville,AR,Pulaski,34.6109,-92.2136,2308,428
Carlin,NV,Elko,40.719,-116.108,2307,85
Pottsboro,TX,Grayson,33.7709,-96.671,2306,294
Lineville,AL,Clay,33.3123,-85.7508,2306,99
Pawling,NY,Dutchess,41.5633,-73.5988,2305,445
Guin,AL,Marion,33.983,-87.9017,2305,59
Gold Beach,OR,Curry,42.3974,-124.4171,2305,352
Mosheim,TN,Greene,36.1955,-82.9648,2303,145
Bridgeville,DE,Sussex,38.7248,-75.6027,2302,191
Stewartstown,PA,York,39.7528,-76.5925,2302,1054
Cowpens,SC,Spartanburg,35.0188,-81.8043,2302,376
Watsontown,PA,Northumberland,41.0849,-76.8645,2301,1318
Croswell,MI,Sanilac,43.2737,-82.6178,2301,387
Junction City,KY,Boyle,37.5855,-84.7903,2299,471
Walton Hills,OH,Cuyahoga,41.3662,-81.5554,2298,131
Claxton,GA,Evans,32.1613,-81.9093,2297,510
Alpha,NJ,Warren,40.6599,-75.1569,2296,530
Altamont,IL,Effingham,39.0571,-88.7474,2296,629
Mabton,WA,Yakima,46.2115,-119.9937,2295,1068
Falconer,NY,Chautauqua,42.119,-79.1973,2295,810
Winsted,MN,McLeod,44.9591,-94.0494,2295,481
Ogdensburg,NJ,Sussex,41.0769,-74.5976,2294,394
Wellston,MO,St. Louis,38.6751,-90.2941,2293,961
Park Falls,WI,Price,45.935,-90.4457,2292,245
West Lafayette,OH,Coshocton,40.2761,-81.7517,2292,1000
Inman,SC,Spartanburg,35.0474,-82.0917,2292,613
Fredonia,KS,Wilson,37.5329,-95.8227,2291,362
Houston,AK,Matanuska-Susitna,61.6183,-149.7927,2290,39
Good Hope,AL,Cullman,34.1098,-86.865,2288,111
Star Valley,AZ,Gila,34.2611,-111.2197,2287,24
Carthage,TN,Smith,36.2565,-85.9432,2286,308
Belgium,WI,Ozaukee,43.5019,-87.8476,2285,409
Wrightsville,PA,York,40.0239,-76.5311,2285,1346
Plattsburg,MO,Clinton,39.5644,-94.4615,2285,245
Bottineau,ND,Bottineau,48.825,-100.444,2284,765
Genoa,OH,Ottawa,41.52,-83.3616,2284,568
New Palestine,IN,Hancock,39.7255,-85.8934,2283,610
Pulaski,NY,Oswego,43.5659,-76.127,2282,253
Tazewell,TN,Claiborne,36.4628,-83.5658,2281,192
Phoenix,NY,Oswego,43.2316,-76.2961,2281,752
Seneca,IL,LaSalle,41.321,-88.5882,2281,134
Cascade,IA,Dubuque,42.3019,-91.0046,2281,463
Chase City,VA,Mecklenburg,36.7998,-78.461,2279,402
Bono,AR,Craighead,35.9086,-90.7971,2279,612
Mount Vernon,GA,Montgomery,32.1836,-82.5953,2278,220
Eatonville,FL,Orange,28.6168,-81.3905,2277,889
Tool,TX,Henderson,32.2804,-96.1725,2277,244
Calera,OK,Bryan,33.9312,-96.4299,2277,182
Oyster Bay Cove,NY,Nassau,40.8569,-73.5038,2276,209
Earle,AR,Crittenden,35.2735,-90.4642,2276,270
Ashville,AL,St. Clair,33.8331,-86.2698,2275,45
Surf City,NC,Pender,34.4339,-77.5641,2274,120
Sag Harbor,NY,Suffolk,40.997,-72.2892,2274,486
Terrace Park,OH,Hamilton,39.1584,-84.3111,2273,747
Tompkinsville,KY,Monroe,36.7012,-85.6927,2273,267
Janesville,MN,Waseca,44.1214,-93.7107,2272,502
Chesaning,MI,Saginaw,43.1849,-84.1201,2272,287
Westby,WI,Vernon,43.653,-90.8583,2271,327
Spencer,IN,Owen,39.2861,-86.7726,2271,553
Brownsville,PA,Fayette,40.0188,-79.891,2270,897
Westmorland,CA,Imperial,33.0389,-115.6223,2269,1484
La Porte City,IA,Black Hawk,42.3137,-92.1912,2269,343
Arthur,IL,Douglas,39.7144,-88.4694,2268,664
Clayton,GA,Rabun,34.8775,-83.4019,2266,262
Hull,IA,Sioux,43.1895,-96.1336,2266,668
Rogue River,OR,Jackson,42.4354,-123.1683,2266,906
Buchanan,NY,Westchester,41.2643,-73.9465,2265,639
Fowler,IN,Benton,40.6171,-87.3185,2265,626
Pineridge,SC,Lexington,33.9084,-81.0975,2265,184
Blackville,SC,Barnwell,33.3552,-81.2835,2265,97
Clinton,MI,Lenawee,42.0699,-83.9686,2264,478
Sterling,KS,Rice,38.2091,-98.2067,2264,524
White Pine,TN,Jefferson,36.1092,-83.2958,2262,329
Walkerton,IN,St. Joseph,41.4656,-86.4824,2262,445
Pequot Lakes,MN,Crow Wing,46.5875,-94.2983,2261,53
Abbotsford,WI,Clark,44.9437,-90.3154,2259,320
Lake Placid,FL,Highlands,27.2967,-81.3719,2259,253
Liverpool,NY,Onondaga,43.1061,-76.2093,2258,1151
South Fulton,TN,Obion,36.4934,-88.8835,2256,263
Elwood,IL,Will,41.4071,-88.1272,2256,133
Holly Ridge,NC,Onslow,34.4954,-77.5266,2255,214
Southside,AR,Independence,35.7097,-91.6368,2255,136
Trenton,GA,Dade,34.8741,-85.5096,2255,270
Bridgman,MI,Berrien,41.9397,-86.5653,2253,300
Hudson Oaks,TX,Parker,32.7506,-97.7,2251,279
Elm Springs,AR,Washington,36.2068,-94.2365,2249,150
Lewistown,IL,Fulton,40.3968,-90.1554,2249,434
Davis Junction,IL,Ogle,42.1144,-89.0898,2249,204
Wenonah,NJ,Gloucester,39.7913,-75.1484,2248,892
Gibbsboro,NJ,Camden,39.8331,-74.9656,2248,397
Waterloo,IN,DeKalb,41.4319,-85.0286,2248,499
Jonesville,NC,Yadkin,36.2335,-80.8363,2247,306
Lake View,AL,Tuscaloosa,33.2816,-87.1386,2247,542
Fairfield Bay,AR,Van Buren,35.6052,-92.2659,2247,56
Munising,MI,Alger,46.4172,-86.6441,2247,165
Fredonia,WI,Ozaukee,43.4716,-87.9489,2243,415
Holden,MO,Johnson,38.7136,-93.9895,2242,359
Four Seasons,MO,Camden,38.1976,-92.7187,2239,191
Madelia,MN,Watonwan,44.048,-94.4201,2239,589
Middletown,IN,Henry,40.0596,-85.5422,2238,756
Red Lodge,MT,Carbon,45.1933,-109.2501,2237,318
Dyer,TN,Gibson,36.0711,-88.9923,2236,378
Hudson,MI,Lenawee,41.8569,-84.3451,2236,394
Bayard,NM,Grant,32.7584,-108.1337,2235,902
Redington Shores,FL,Pinellas,27.8294,-82.8274,2234,2647
Center,CO,Saguache,37.7514,-106.1102,2234,1044
Gaylord,MN,Sibley,44.5555,-94.2123,2233,506
North Pole,AK,Fairbanks North Star,64.7532,-147.3611,2232,206
Gates Mills,OH,Cuyahoga,41.5316,-81.41,2231,96
Newkirk,OK,Kay,36.8816,-97.0554,2230,653
Fort Plain,NY,Montgomery,42.9316,-74.6277,2229,640
Newtown,PA,Bucks,40.229,-74.9325,2229,1554
Polo,IL,Ogle,41.9847,-89.5789,2229,635
Cross Lake,MN,Crow Wing,46.6756,-94.0956,2226,33
Lumberton,MS,Lamar,31.0065,-89.4613,2226,118
Chiefland,FL,Levy,29.4895,-82.8665,2225,138
Wells,MN,Faribault,43.743,-93.7277,2225,433
Oxford,GA,Newton,33.6277,-83.8721,2224,398
Wynnewood,OK,Garvin,34.6442,-97.1627,2224,585
Sugarcreek,OH,Tuscarawas,40.5076,-81.6409,2222,226
Cimarron,KS,Gray,37.8097,-100.3448,2222,750
New Wilmington,PA,Lawrence,41.1174,-80.3323,2221,813
Cedaredge,CO,Delta,38.8942,-107.9255,2220,438
Raymond,MS,Hinds,32.2609,-90.4083,2220,285
West Terre Haute,IN,Vigo,39.4638,-87.4506,2219,1138
Dry Ridge,KY,Grant,38.6798,-84.6009,2219,188
Crewe,VA,Nottoway,37.1812,-78.1307,2216,424
Jonesville,MI,Hillsdale,41.9784,-84.6661,2215,296
Moorhead,MS,Sunflower,33.4494,-90.5063,2215,660
Helmetta,NJ,Middlesex,40.3778,-74.4238,2213,1005
Poth,TX,Wilson,29.0726,-98.0809,2213,269
Holyoke,CO,Phillips,40.5826,-102.2985,2213,361
Iona,ID,Bonneville,43.5252,-111.931,2213,778
Monticello,UT,San Juan,37.8684,-109.3384,2213,236
Castle Rock,WA,Cowlitz,46.2717,-122.9056,2212,428
Graceville,FL,Jackson,30.9609,-85.5125,2212,198
Thayer,MO,Oregon,36.5223,-91.5408,2211,349
Fulton,KY,Fulton,36.5145,-88.8818,2211,297
Denmark,WI,Brown,44.3489,-87.831,2210,444
Rockport,IN,Spencer,37.8899,-87.0537,2209,543
Lisbon,IA,Linn,41.9205,-91.3917,2208,398
New Market,VA,Shenandoah,38.6461,-78.6708,2207,422
Las Animas,CO,Bent,38.0695,-103.2236,2207,526
Hennessey,OK,Kingfisher,36.1056,-97.8989,2207,229
Amherst,VA,Amherst,37.5815,-79.0508,2205,173
Cordova,AK,Valdez-Cordova,60.5361,-145.6131,2205,14
Adamsville,TN,McNairy,35.256,-88.3864,2204,124
Old Brookville,NY,Nassau,40.8332,-73.6039,2204,213
Greenport,NY,Suffolk,41.1031,-72.3669,2204,890
Arcola,TX,Fort Bend,29.5031,-95.469,2202,332
Windham,OH,Portage,41.2375,-81.0373,2202,413
Ferdinand,IN,Dubois,38.2265,-86.8626,2201,374
Penndel,PA,Bucks,40.1552,-74.9147,2200,2033
Petersburg,IL,Menard,40.0138,-89.8478,2199,582
North Prairie,WI,Waukesha,42.9357,-88.4035,2198,302
Mars Hill,NC,Madison,35.8281,-82.5485,2197,426
Marionville,MO,Lawrence,37.0023,-93.636,2197,477
Royal City,WA,Grant,46.9,-119.6143,2196,629
Rising Sun,IN,Ohio,38.9533,-84.8543,2195,580
Saint Paul,MO,St. Charles,38.8464,-90.741,2195,127
Vernonia,OR,Columbia,45.8611,-123.1834,2194,514
McAdoo,PA,Schuylkill,40.9009,-75.9924,2193,2427
Hawley,MN,Clay,46.8766,-96.3178,2193,335
Utica,OH,Licking,40.2335,-82.441,2191,484
Spencerville,OH,Allen,40.7079,-84.3526,2190,876
Cherryvale,KS,Montgomery,37.2693,-95.554,2190,436
Schofield,WI,Marathon,44.9152,-89.6146,2189,482
Piketon,OH,Pike,39.0649,-82.9985,2189,337
Quitman,MS,Clarke,32.0417,-88.7203,2189,163
Farmington,MS,Alcorn,34.9224,-88.4432,2189,132
Stonewall,LA,De Soto,32.2716,-93.8099,2188,99
Camden,NY,Oneida,43.3365,-75.7478,2188,346
Coaldale,PA,Schuylkill,40.8197,-75.9161,2187,388
Kinsey,AL,Houston,31.2926,-85.3354,2187,69
Toledo,IA,Tama,41.9902,-92.5803,2187,367
Canisteo,NY,Steuben,42.2703,-77.6056,2185,903
Brighton,IL,Macoupin,39.0405,-90.1405,2185,450
Creston,OH,Wayne,40.9764,-81.9,2184,373
Madison,NC,Rockingham,36.3868,-79.975,2183,238
Ware Shoals,SC,Greenwood,34.3923,-82.2421,2183,215
Hickman,KY,Fulton,36.565,-89.1836,2183,237
Spiro,OK,Le Flore,35.241,-94.6231,2182,356
Sewall's Point,FL,Martin,27.1971,-80.1982,2180,710
Mason,TX,Mason,30.748,-99.2288,2180,230
Elmwood Place,OH,Hamilton,39.1855,-84.4889,2180,2622
Morenci,MI,Lenawee,41.7226,-84.2169,2180,396
Caryville,TN,Campbell,36.3252,-84.2199,2179,163
Anthony,KS,Harper,37.1579,-98.0413,2178,268
De Leon,TX,Comanche,32.1114,-98.5351,2177,374
Bellevue,IA,Jackson,42.2625,-90.4318,2177,614
Marlborough,MO,St. Louis,38.5682,-90.3395,2177,3562
Lakin,KS,Kearny,37.9398,-101.2587,2176,859
Upper Nyack,NY,Rockland,41.1143,-73.9058,2175,687
Green Level,NC,Alamance,36.1219,-79.3466,2173,620
Valley,NE,Douglas,41.3175,-96.3481,2172,235
Carlisle,AR,Lonoke,34.7951,-91.7349,2172,171
Weimar,TX,Colorado,29.7,-96.7773,2170,362
Waskom,TX,Harrison,32.4766,-94.0646,2168,312
Cleona,PA,Lebanon,40.3385,-76.477,2168,997
Spring Grove,PA,York,39.8809,-76.8641,2168,1069
Lexington,OK,Cleveland,35.0179,-97.3345,2168,349
Waterford,NY,Saratoga,42.7917,-73.6789,2167,2958
Lavonia,GA,Franklin,34.4345,-83.1082,2167,182
Spirit Lake,ID,Kootenai,47.9659,-116.87,2167,329
Willamina,OR,Yamhill,45.0788,-123.4843,2167,907
Pawnee,OK,Pawnee,36.3363,-96.8019,2165,379
Cheney,KS,Sedgwick,37.6353,-97.7795,2165,361
Saint George,SC,Dorchester,33.186,-80.5794,2165,293
Chetek,WI,Barron,45.3159,-91.6533,2164,344
Yorktown,TX,DeWitt,28.9829,-97.505,2164,483
Trinity,AL,Morgan,34.6005,-87.0838,2164,189
Waldport,OR,Lincoln,44.4173,-124.0665,2163,307
New Glarus,WI,Green,42.813,-89.6337,2162,459
Geneva,NE,Fillmore,40.5295,-97.5991,2162,408
Halls,TN,Lauderdale,35.8794,-89.4047,2162,227
Ludowici,GA,Long,31.7096,-81.7457,2162,358
Shinnston,WV,Harrison,39.3923,-80.2989,2161,499
Rouses Point,NY,Clinton,44.993,-73.3633,2161,473
Williamsport,MD,Washington,39.5974,-77.8177,2160,805
Goldsby,OK,McClain,35.1285,-97.4741,2159,31
Spencer,WV,Roane,38.8025,-81.3531,2158,662
Oakbrook Terrace,IL,DuPage,41.8537,-87.9686,2158,667
Hope,IN,Bartholomew,39.2993,-85.766,2158,877
Arlington,MN,Sibley,44.6083,-94.0764,2158,522
Dublin,PA,Bucks,40.373,-75.204,2157,1428
Glendale,OH,Hamilton,39.2705,-84.458,2157,490
Salado,TX,Bell,30.9484,-97.5265,2156,384
Tremont,IL,Tazewell,40.5248,-89.4906,2156,882
Nokomis,IL,Montgomery,39.3001,-89.2852,2156,638
Brewster,OH,Stark,40.7135,-81.599,2156,369
Liberty,KY,Casey,37.3206,-84.9286,2155,443
Wellington,TX,Collingsworth,34.8538,-100.2141,2153,609
New Boston,OH,Scioto,38.7516,-82.9351,2153,748
Pine Beach,NJ,Ocean,39.9358,-74.1699,2152,1353
Willow Springs,MO,Howell,36.9878,-91.962,2152,235
Kershaw,SC,Lancaster,34.5443,-80.5866,2151,447
Star City,AR,Lincoln,33.9406,-91.8402,2150,175
Ely,IA,Linn,41.8753,-91.585,2150,576
Ashford,AL,Houston,31.1859,-85.2363,2149,132
Haynesville,LA,Claiborne,32.9667,-93.1376,2148,171
Southmont,PA,Cambria,40.3108,-78.9327,2148,790
Lyons,CO,Boulder,40.2232,-105.2694,2148,665
Mason City,IL,Mason,40.2022,-89.6973,2148,818
Fort Pierre,SD,Stanley,44.3679,-100.3831,2148,265
Jasonville,IN,Greene,39.1619,-87.1995,2147,633
Calabash,NC,Brunswick,33.8945,-78.5571,2146,248
Canajoharie,NY,Montgomery,42.8998,-74.57,2146,622
Lagrange,OH,Lorain,41.2401,-82.1181,2146,412
New Ellenton,SC,Aiken,33.4192,-81.6814,2146,174
Manchester,MI,Washtenaw,42.1486,-84.0346,2145,390
Holcomb,KS,Finney,37.9852,-100.9943,2145,612
Rockwell,NC,Rowan,35.5538,-80.4071,2144,484
Buena Vista,GA,Marion,32.3188,-84.5177,2142,256
Union,OR,Union,45.2089,-117.8679,2142,331
Glenwood,AR,Pike,34.3282,-93.5308,2141,94
Coal Grove,OH,Lawrence,38.4976,-82.6423,2141,434
Hickman,NE,Lancaster,40.624,-96.6309,2139,1152
Falmouth,KY,Pendleton,38.6708,-84.3311,2139,609
Memphis,TX,Hall,34.7268,-100.5417,2137,367
Shiner,TX,Lavaca,29.4333,-97.1734,2137,333
Gurdon,AR,Clark,33.9151,-93.1558,2137,334
Rockwell City,IA,Calhoun,42.3981,-94.6289,2137,195
Cabool,MO,Texas,37.1263,-92.1033,2136,213
Elkton,KY,Todd,36.8134,-87.161,2136,326
Cumberland,WI,Barron,45.5362,-92.0263,2135,238
Wilmerding,PA,Allegheny,40.3942,-79.8101,2135,1922
Fremont,IN,Steuben,41.7298,-84.9343,2135,372
Carlton,OR,Yamhill,45.2945,-123.1753,2134,936
Wautoma,WI,Waushara,44.0669,-89.2919,2133,306
Franklinton,NC,Franklin,36.1011,-78.4522,2133,514
Lipscomb,AL,Jefferson,33.4261,-86.926,2133,701
Gold Bar,WA,Snohomish,47.8562,-121.6919,2131,798
Gassville,AR,Baxter,36.285,-92.4867,2131,240
Naples,UT,Uintah,40.4318,-109.4913,2130,124
Conway,PA,Beaver,40.6674,-80.2411,2129,644
Marceline,MO,Linn,39.7166,-92.9473,2129,250
Jonesville,LA,Catahoula,31.6238,-91.83,2128,428
Greensburg,KY,Green,37.2598,-85.4966,2128,395
North Plains,OR,Washington,45.5969,-122.9956,2128,916
Caledonia,NY,Livingston,42.9755,-77.8571,2127,391
Clinton,WI,Rock,42.5574,-88.8678,2126,573
Hertford,NC,Perquimans,36.1813,-76.4673,2126,287
La Salle,CO,Weld,40.3484,-104.7059,2126,901
Auburn,MI,Bay,43.6022,-84.0758,2126,785
Essex Fells,NJ,Essex,40.8268,-74.2798,2125,581
Kirbyville,TX,Jasper,30.6578,-93.9001,2124,339
Lisbon,ND,Ransom,46.4382,-97.6841,2124,364
Granby,MO,Newton,36.9181,-94.2607,2124,185
Redgranite,WI,Waushara,44.051,-89.1053,2123,359
Atlantis,FL,Palm Beach,26.5961,-80.1032,2122,586
Belvedere,CA,Marin,37.8735,-122.4662,2122,1577
Jal,NM,Lea,32.1155,-103.1892,2121,178
Ida Grove,IA,Ida,42.3439,-95.4732,2121,379
Simmesport,LA,Avoyelles,30.9805,-91.8143,2120,374
Warsaw,MO,Benton,38.247,-93.3709,2120,339
Freeport,FL,Walton,30.503,-86.1409,2119,49
Port Barre,LA,St. Landry,30.5565,-91.9565,2119,759
Newport,WA,Pend Oreille,48.1791,-117.0546,2118,603
Braddock,PA,Allegheny,40.4018,-79.8688,2118,1452
Vincent,AL,Shelby,33.3848,-86.4086,2118,39
Cedar Grove,WI,Sheboygan,43.568,-87.8245,2117,381
Jackson,KY,Breathitt,37.5589,-83.3782,2117,325
Fishkill,NY,Dutchess,41.5339,-73.8942,2116,996
Postville,IA,Allamakee,43.0839,-91.5682,2116,387
